Neighbourhood Description (Occurrence),UCR Violation Type Group (Incident),Incident Reported Year,Incident Reported Quarter,Incident Reported Month,# Incidents
WINTERBURN INDUSTRIAL AREA EAST,Break and Enter,2012,Q2,5,3
WINTERBURN INDUSTRIAL AREA EAST,Break and Enter,2012,Q2,6,2
WINTERBURN INDUSTRIAL AREA EAST,Break and Enter,2012,Q3,7,1
WINTERBURN INDUSTRIAL AREA EAST,Break and Enter,2012,Q3,8,2
WINTERBURN INDUSTRIAL AREA EAST,Break and Enter,2012,Q3,9,1
WINTERBURN INDUSTRIAL AREA EAST,Break and Enter,2012,Q4,10,2
WINTERBURN INDUSTRIAL AREA EAST,Break and Enter,2012,Q4,12,1
WINTERBURN INDUSTRIAL AREA EAST,Robbery,2012,Q1,2,1
WINTERBURN INDUSTRIAL AREA EAST,Sexual Assaults,2012,Q3,9,1
WINTERBURN INDUSTRIAL AREA EAST,Theft From Vehicle,2012,Q1,3,2
WINTERBURN INDUSTRIAL AREA EAST,Theft From Vehicle,2012,Q3,7,1
WINTERBURN INDUSTRIAL AREA EAST,Theft From Vehicle,2012,Q4,12,3
WINTERBURN INDUSTRIAL AREA EAST,Theft Of Vehicle,2012,Q1,2,3
WINTERBURN INDUSTRIAL AREA EAST,Theft Of Vehicle,2012,Q1,3,1
WINTERBURN INDUSTRIAL AREA EAST,Theft Of Vehicle,2012,Q3,8,1
WINTERBURN INDUSTRIAL AREA EAST,Theft Of Vehicle,2012,Q4,10,1
WINTERBURN INDUSTRIAL AREA EAST,Theft Of Vehicle,2012,Q4,12,1
WINTERBURN INDUSTRIAL AREA WEST,Assault,2012,Q1,1,1
WINTERBURN INDUSTRIAL AREA WEST,Assault,2012,Q1,2,1
WINTERBURN INDUSTRIAL AREA WEST,Assault,2012,Q2,6,1
WINTERBURN INDUSTRIAL AREA WEST,Assault,2012,Q3,7,1
WINTERBURN INDUSTRIAL AREA WEST,Break and Enter,2012,Q1,1,1
WINTERBURN INDUSTRIAL AREA WEST,Break and Enter,2012,Q1,2,2
WINTERBURN INDUSTRIAL AREA WEST,Break and Enter,2012,Q1,3,3
WINTERBURN INDUSTRIAL AREA WEST,Break and Enter,2012,Q2,5,6
WINTERBURN INDUSTRIAL AREA WEST,Break and Enter,2012,Q2,6,3
WINTERBURN INDUSTRIAL AREA WEST,Break and Enter,2012,Q3,8,1
WINTERBURN INDUSTRIAL AREA WEST,Break and Enter,2012,Q3,9,5
WINTERBURN INDUSTRIAL AREA WEST,Break and Enter,2012,Q4,10,3
WINTERBURN INDUSTRIAL AREA WEST,Break and Enter,2012,Q4,11,2
WINTERBURN INDUSTRIAL AREA WEST,Theft From Vehicle,2012,Q2,5,1
WINTERBURN INDUSTRIAL AREA WEST,Theft From Vehicle,2012,Q4,11,1
WINTERBURN INDUSTRIAL AREA WEST,Theft From Vehicle,2012,Q4,12,1
WINTERBURN INDUSTRIAL AREA WEST,Theft Of Vehicle,2012,Q1,1,1
WINTERBURN INDUSTRIAL AREA WEST,Theft Of Vehicle,2012,Q2,5,2
WINTERBURN INDUSTRIAL AREA WEST,Theft Of Vehicle,2012,Q2,6,6
WINTERBURN INDUSTRIAL AREA WEST,Theft Of Vehicle,2012,Q3,7,1
WINTERBURN INDUSTRIAL AREA WEST,Theft Of Vehicle,2012,Q3,8,1
WINTERBURN INDUSTRIAL AREA WEST,Theft Of Vehicle,2012,Q4,11,1
WINTERBURN INDUSTRIAL AREA WEST,Theft Over $5000,2012,Q1,1,1
WOODCROFT,Assault,2012,Q1,1,2
WOODCROFT,Assault,2012,Q1,2,3
WOODCROFT,Assault,2012,Q1,3,1
WOODCROFT,Assault,2012,Q2,4,2
WOODCROFT,Assault,2012,Q2,5,1
WOODCROFT,Assault,2012,Q2,6,6
WOODCROFT,Assault,2012,Q3,7,1
WOODCROFT,Assault,2012,Q3,8,3
WOODCROFT,Assault,2012,Q3,9,2
WOODCROFT,Assault,2012,Q4,10,2
WOODCROFT,Assault,2012,Q4,12,2
WOODCROFT,Break and Enter,2012,Q1,1,1
WOODCROFT,Break and Enter,2012,Q1,2,1
WOODCROFT,Break and Enter,2012,Q2,4,3
WOODCROFT,Break and Enter,2012,Q3,7,2
WOODCROFT,Break and Enter,2012,Q3,8,4
WOODCROFT,Break and Enter,2012,Q3,9,3
WOODCROFT,Break and Enter,2012,Q4,10,1
WOODCROFT,Break and Enter,2012,Q4,11,1
WOODCROFT,Robbery,2012,Q1,3,1
WOODCROFT,Robbery,2012,Q3,9,3
WOODCROFT,Robbery,2012,Q4,10,3
WOODCROFT,Sexual Assaults,2012,Q2,4,1
WOODCROFT,Sexual Assaults,2012,Q2,6,1
WOODCROFT,Sexual Assaults,2012,Q3,7,1
WOODCROFT,Sexual Assaults,2012,Q4,11,1
WOODCROFT,Theft From Vehicle,2012,Q1,1,5
WOODCROFT,Theft From Vehicle,2012,Q1,2,2
WOODCROFT,Theft From Vehicle,2012,Q1,3,2
WOODCROFT,Theft From Vehicle,2012,Q2,4,1
WOODCROFT,Theft From Vehicle,2012,Q2,6,2
WOODCROFT,Theft From Vehicle,2012,Q3,7,4
WOODCROFT,Theft From Vehicle,2012,Q3,8,2
WOODCROFT,Theft From Vehicle,2012,Q3,9,2
WOODCROFT,Theft From Vehicle,2012,Q4,10,3
WOODCROFT,Theft From Vehicle,2012,Q4,11,2
WOODCROFT,Theft From Vehicle,2012,Q4,12,4
WOODCROFT,Theft Of Vehicle,2012,Q1,2,2
WOODCROFT,Theft Of Vehicle,2012,Q1,3,2
WOODCROFT,Theft Of Vehicle,2012,Q2,5,2
WOODCROFT,Theft Of Vehicle,2012,Q2,6,3
WOODCROFT,Theft Of Vehicle,2012,Q3,7,1
WOODCROFT,Theft Of Vehicle,2012,Q3,8,1
WOODCROFT,Theft Of Vehicle,2012,Q4,10,4
WOODCROFT,Theft Of Vehicle,2012,Q4,12,3
WOODCROFT,Theft Over $5000,2012,Q2,4,1
WOODCROFT,Theft Over $5000,2012,Q4,12,2
YELLOWHEAD CORRIDOR EAST,Assault,2012,Q1,2,2
YELLOWHEAD CORRIDOR EAST,Assault,2012,Q1,3,2
YELLOWHEAD CORRIDOR EAST,Assault,2012,Q2,4,1
YELLOWHEAD CORRIDOR EAST,Assault,2012,Q2,6,3
YELLOWHEAD CORRIDOR EAST,Assault,2012,Q4,10,2
YELLOWHEAD CORRIDOR EAST,Assault,2012,Q4,11,1
YELLOWHEAD CORRIDOR EAST,Assault,2012,Q4,12,1
YELLOWHEAD CORRIDOR EAST,Break and Enter,2012,Q1,3,1
YELLOWHEAD CORRIDOR EAST,Break and Enter,2012,Q2,5,2
YELLOWHEAD CORRIDOR EAST,Break and Enter,2012,Q2,6,3
YELLOWHEAD CORRIDOR EAST,Break and Enter,2012,Q3,7,2
YELLOWHEAD CORRIDOR EAST,Break and Enter,2012,Q3,8,1
YELLOWHEAD CORRIDOR EAST,Break and Enter,2012,Q4,10,4
YELLOWHEAD CORRIDOR EAST,Robbery,2012,Q2,6,1
YELLOWHEAD CORRIDOR EAST,Robbery,2012,Q3,9,1
YELLOWHEAD CORRIDOR EAST,Robbery,2012,Q4,12,1
YELLOWHEAD CORRIDOR EAST,Theft From Vehicle,2012,Q1,1,2
YELLOWHEAD CORRIDOR EAST,Theft From Vehicle,2012,Q1,2,5
YELLOWHEAD CORRIDOR EAST,Theft From Vehicle,2012,Q1,3,2
YELLOWHEAD CORRIDOR EAST,Theft From Vehicle,2012,Q2,5,1
YELLOWHEAD CORRIDOR EAST,Theft From Vehicle,2012,Q2,6,1
YELLOWHEAD CORRIDOR EAST,Theft From Vehicle,2012,Q3,7,1
YELLOWHEAD CORRIDOR EAST,Theft From Vehicle,2012,Q3,8,3
YELLOWHEAD CORRIDOR EAST,Theft From Vehicle,2012,Q3,9,3
YELLOWHEAD CORRIDOR EAST,Theft From Vehicle,2012,Q4,10,2
YELLOWHEAD CORRIDOR EAST,Theft From Vehicle,2012,Q4,11,2
YELLOWHEAD CORRIDOR EAST,Theft From Vehicle,2012,Q4,12,1
YELLOWHEAD CORRIDOR EAST,Theft Of Vehicle,2012,Q2,4,3
YELLOWHEAD CORRIDOR EAST,Theft Of Vehicle,2012,Q2,6,3
YELLOWHEAD CORRIDOR EAST,Theft Of Vehicle,2012,Q3,7,5
YELLOWHEAD CORRIDOR EAST,Theft Of Vehicle,2012,Q3,8,4
YELLOWHEAD CORRIDOR EAST,Theft Of Vehicle,2012,Q3,9,1
YELLOWHEAD CORRIDOR EAST,Theft Of Vehicle,2012,Q4,10,1
YELLOWHEAD CORRIDOR EAST,Theft Of Vehicle,2012,Q4,11,1
YELLOWHEAD CORRIDOR EAST,Theft Of Vehicle,2012,Q4,12,3
YELLOWHEAD CORRIDOR EAST,Theft Over $5000,2012,Q3,7,1
YELLOWHEAD CORRIDOR EAST,Theft Over $5000,2012,Q3,9,1
YELLOWHEAD CORRIDOR WEST,Assault,2012,Q2,4,1
YELLOWHEAD CORRIDOR WEST,Assault,2012,Q2,5,2
YELLOWHEAD CORRIDOR WEST,Assault,2012,Q3,7,1
YELLOWHEAD CORRIDOR WEST,Break and Enter,2012,Q2,6,1
YELLOWHEAD CORRIDOR WEST,Theft From Vehicle,2012,Q3,7,1
YORK,Assault,2012,Q1,1,1
YORK,Assault,2012,Q1,2,2
YORK,Assault,2012,Q1,3,1
YORK,Assault,2012,Q2,4,4
YORK,Assault,2012,Q2,5,3
YORK,Assault,2012,Q2,6,2
YORK,Assault,2012,Q3,7,1
YORK,Assault,2012,Q3,8,3
YORK,Assault,2012,Q3,9,4
YORK,Assault,2012,Q4,10,1
YORK,Assault,2012,Q4,12,5
YORK,Break and Enter,2012,Q1,1,3
YORK,Break and Enter,2012,Q1,2,3
YORK,Break and Enter,2012,Q2,6,1
YORK,Break and Enter,2012,Q3,7,1
YORK,Break and Enter,2012,Q4,10,1
YORK,Break and Enter,2012,Q4,11,1
YORK,Robbery,2012,Q1,3,1
YORK,Robbery,2012,Q2,4,1
YORK,Robbery,2012,Q2,6,1
YORK,Robbery,2012,Q3,7,1
YORK,Sexual Assaults,2012,Q1,2,1
YORK,Sexual Assaults,2012,Q3,8,2
YORK,Sexual Assaults,2012,Q3,9,1
YORK,Sexual Assaults,2012,Q4,10,1
YORK,Sexual Assaults,2012,Q4,12,2
YORK,Theft From Vehicle,2012,Q1,1,2
YORK,Theft From Vehicle,2012,Q1,2,2
YORK,Theft From Vehicle,2012,Q1,3,2
YORK,Theft From Vehicle,2012,Q2,5,2
YORK,Theft From Vehicle,2012,Q2,6,3
YORK,Theft From Vehicle,2012,Q3,7,3
YORK,Theft From Vehicle,2012,Q3,8,2
YORK,Theft From Vehicle,2012,Q3,9,5
YORK,Theft From Vehicle,2012,Q4,11,1
YORK,Theft From Vehicle,2012,Q4,12,1
YORK,Theft Of Vehicle,2012,Q1,1,2
YORK,Theft Of Vehicle,2012,Q2,6,1
YORK,Theft Of Vehicle,2012,Q3,9,1
YOUNGSTOWN INDUSTRIAL,Assault,2012,Q4,11,1
YOUNGSTOWN INDUSTRIAL,Assault,2012,Q4,12,1
YOUNGSTOWN INDUSTRIAL,Break and Enter,2012,Q1,1,1
YOUNGSTOWN INDUSTRIAL,Break and Enter,2012,Q2,4,2
YOUNGSTOWN INDUSTRIAL,Break and Enter,2012,Q2,5,1
YOUNGSTOWN INDUSTRIAL,Break and Enter,2012,Q2,6,1
YOUNGSTOWN INDUSTRIAL,Break and Enter,2012,Q4,10,1
YOUNGSTOWN INDUSTRIAL,Sexual Assaults,2012,Q1,2,2
YOUNGSTOWN INDUSTRIAL,Theft From Vehicle,2012,Q1,1,1
YOUNGSTOWN INDUSTRIAL,Theft From Vehicle,2012,Q1,2,2
YOUNGSTOWN INDUSTRIAL,Theft From Vehicle,2012,Q1,3,5
YOUNGSTOWN INDUSTRIAL,Theft From Vehicle,2012,Q2,4,2
YOUNGSTOWN INDUSTRIAL,Theft From Vehicle,2012,Q2,5,1
YOUNGSTOWN INDUSTRIAL,Theft From Vehicle,2012,Q3,8,1
YOUNGSTOWN INDUSTRIAL,Theft From Vehicle,2012,Q4,10,3
YOUNGSTOWN INDUSTRIAL,Theft From Vehicle,2012,Q4,11,5
YOUNGSTOWN INDUSTRIAL,Theft From Vehicle,2012,Q4,12,3
YOUNGSTOWN INDUSTRIAL,Theft Of Vehicle,2012,Q1,1,1
YOUNGSTOWN INDUSTRIAL,Theft Of Vehicle,2012,Q1,3,1
YOUNGSTOWN INDUSTRIAL,Theft Of Vehicle,2012,Q2,4,1
YOUNGSTOWN INDUSTRIAL,Theft Of Vehicle,2012,Q2,5,1
YOUNGSTOWN INDUSTRIAL,Theft Of Vehicle,2012,Q2,6,1
YOUNGSTOWN INDUSTRIAL,Theft Over $5000,2012,Q1,2,1
YOUNGSTOWN INDUSTRIAL,Theft Over $5000,2012,Q4,11,1
ABBOTTSFIELD,Assault,2013,Q1,1,6
ABBOTTSFIELD,Assault,2013,Q1,2,5
ABBOTTSFIELD,Assault,2013,Q1,3,3
ABBOTTSFIELD,Assault,2013,Q2,4,3
ABBOTTSFIELD,Assault,2013,Q2,5,2
ABBOTTSFIELD,Assault,2013,Q2,6,2
ABBOTTSFIELD,Assault,2013,Q3,7,1
ABBOTTSFIELD,Assault,2013,Q3,8,5
ABBOTTSFIELD,Assault,2013,Q3,9,8
ABBOTTSFIELD,Assault,2013,Q4,10,3
ABBOTTSFIELD,Assault,2013,Q4,11,2
ABBOTTSFIELD,Assault,2013,Q4,12,1
ABBOTTSFIELD,Break and Enter,2013,Q1,2,1
ABBOTTSFIELD,Break and Enter,2013,Q1,3,2
ABBOTTSFIELD,Break and Enter,2013,Q2,5,2
ABBOTTSFIELD,Break and Enter,2013,Q3,7,2
ABBOTTSFIELD,Break and Enter,2013,Q3,8,1
ABBOTTSFIELD,Break and Enter,2013,Q4,10,7
ABBOTTSFIELD,Robbery,2013,Q1,1,4
ABBOTTSFIELD,Robbery,2013,Q1,2,3
ABBOTTSFIELD,Robbery,2013,Q2,4,1
ABBOTTSFIELD,Robbery,2013,Q3,8,1
ABBOTTSFIELD,Robbery,2013,Q3,9,2
ABBOTTSFIELD,Robbery,2013,Q4,11,1
ABBOTTSFIELD,Robbery,2013,Q4,12,1
ABBOTTSFIELD,Sexual Assaults,2013,Q1,2,1
ABBOTTSFIELD,Sexual Assaults,2013,Q1,3,1
ABBOTTSFIELD,Sexual Assaults,2013,Q2,6,1
ABBOTTSFIELD,Sexual Assaults,2013,Q3,8,1
ABBOTTSFIELD,Sexual Assaults,2013,Q4,10,1
ABBOTTSFIELD,Sexual Assaults,2013,Q4,11,1
ABBOTTSFIELD,Sexual Assaults,2013,Q4,12,1
ABBOTTSFIELD,Theft From Vehicle,2013,Q1,1,3
ABBOTTSFIELD,Theft From Vehicle,2013,Q1,3,1
ABBOTTSFIELD,Theft From Vehicle,2013,Q2,6,3
ABBOTTSFIELD,Theft From Vehicle,2013,Q3,7,1
ABBOTTSFIELD,Theft From Vehicle,2013,Q3,8,3
ABBOTTSFIELD,Theft From Vehicle,2013,Q4,10,3
ABBOTTSFIELD,Theft From Vehicle,2013,Q4,11,1
ABBOTTSFIELD,Theft Of Vehicle,2013,Q1,1,3
ABBOTTSFIELD,Theft Of Vehicle,2013,Q1,2,1
ABBOTTSFIELD,Theft Of Vehicle,2013,Q1,3,1
ABBOTTSFIELD,Theft Of Vehicle,2013,Q2,4,1
ABBOTTSFIELD,Theft Of Vehicle,2013,Q2,5,1
ABBOTTSFIELD,Theft Of Vehicle,2013,Q2,6,2
ABBOTTSFIELD,Theft Of Vehicle,2013,Q3,7,2
ABBOTTSFIELD,Theft Of Vehicle,2013,Q3,8,1
ABBOTTSFIELD,Theft Of Vehicle,2013,Q4,11,1
ABBOTTSFIELD,Theft Of Vehicle,2013,Q4,12,1
ABBOTTSFIELD,Theft Over $5000,2013,Q2,4,1
ALBANY,Assault,2013,Q3,7,1
ALBANY,Break and Enter,2013,Q2,5,1
ALBANY,Break and Enter,2013,Q3,8,1
ALBANY,Break and Enter,2013,Q3,9,1
ALBANY,Break and Enter,2013,Q4,10,2
ALBANY,Theft From Vehicle,2013,Q1,3,1
ALBANY,Theft From Vehicle,2013,Q2,4,1
ALBANY,Theft From Vehicle,2013,Q3,7,1
ALBANY,Theft From Vehicle,2013,Q3,9,1
ALBANY,Theft From Vehicle,2013,Q4,10,2
ALBANY,Theft From Vehicle,2013,Q4,12,2
ALBANY,Theft Of Vehicle,2013,Q1,3,1
ALBANY,Theft Of Vehicle,2013,Q3,9,1
ALBERTA AVENUE,Assault,2013,Q1,1,11
ALBERTA AVENUE,Assault,2013,Q1,2,5
ALBERTA AVENUE,Assault,2013,Q1,3,4
ALBERTA AVENUE,Assault,2013,Q2,4,7
ALBERTA AVENUE,Assault,2013,Q2,5,8
ALBERTA AVENUE,Assault,2013,Q2,6,12
ALBERTA AVENUE,Assault,2013,Q3,7,7
ALBERTA AVENUE,Assault,2013,Q3,8,6
ALBERTA AVENUE,Assault,2013,Q3,9,6
ALBERTA AVENUE,Assault,2013,Q4,10,7
ALBERTA AVENUE,Assault,2013,Q4,11,9
ALBERTA AVENUE,Assault,2013,Q4,12,4
ALBERTA AVENUE,Break and Enter,2013,Q1,1,11
ALBERTA AVENUE,Break and Enter,2013,Q1,2,4
ALBERTA AVENUE,Break and Enter,2013,Q1,3,5
ALBERTA AVENUE,Break and Enter,2013,Q2,4,18
ALBERTA AVENUE,Break and Enter,2013,Q2,5,2
ALBERTA AVENUE,Break and Enter,2013,Q2,6,10
ALBERTA AVENUE,Break and Enter,2013,Q3,7,11
ALBERTA AVENUE,Break and Enter,2013,Q3,8,3
ALBERTA AVENUE,Break and Enter,2013,Q3,9,4
ALBERTA AVENUE,Break and Enter,2013,Q4,10,11
ALBERTA AVENUE,Break and Enter,2013,Q4,11,8
ALBERTA AVENUE,Break and Enter,2013,Q4,12,4
ALBERTA AVENUE,Homicide,2013,Q2,6,1
ALBERTA AVENUE,Homicide,2013,Q3,7,1
ALBERTA AVENUE,Robbery,2013,Q1,1,3
ALBERTA AVENUE,Robbery,2013,Q1,2,4
ALBERTA AVENUE,Robbery,2013,Q1,3,4
ALBERTA AVENUE,Robbery,2013,Q2,4,2
ALBERTA AVENUE,Robbery,2013,Q2,5,6
ALBERTA AVENUE,Robbery,2013,Q2,6,6
ALBERTA AVENUE,Robbery,2013,Q3,7,2
ALBERTA AVENUE,Robbery,2013,Q3,8,6
ALBERTA AVENUE,Robbery,2013,Q3,9,1
ALBERTA AVENUE,Robbery,2013,Q4,10,4
ALBERTA AVENUE,Robbery,2013,Q4,11,4
ALBERTA AVENUE,Sexual Assaults,2013,Q1,2,1
ALBERTA AVENUE,Sexual Assaults,2013,Q1,3,3
ALBERTA AVENUE,Sexual Assaults,2013,Q2,4,1
ALBERTA AVENUE,Sexual Assaults,2013,Q2,5,2
ALBERTA AVENUE,Sexual Assaults,2013,Q2,6,1
ALBERTA AVENUE,Sexual Assaults,2013,Q4,10,2
ALBERTA AVENUE,Sexual Assaults,2013,Q4,12,2
ALBERTA AVENUE,Theft From Vehicle,2013,Q1,1,6
ALBERTA AVENUE,Theft From Vehicle,2013,Q1,2,3
ALBERTA AVENUE,Theft From Vehicle,2013,Q1,3,3
ALBERTA AVENUE,Theft From Vehicle,2013,Q2,4,8
ALBERTA AVENUE,Theft From Vehicle,2013,Q2,5,9
ALBERTA AVENUE,Theft From Vehicle,2013,Q2,6,8
ALBERTA AVENUE,Theft From Vehicle,2013,Q3,7,14
ALBERTA AVENUE,Theft From Vehicle,2013,Q3,8,3
ALBERTA AVENUE,Theft From Vehicle,2013,Q3,9,17
ALBERTA AVENUE,Theft From Vehicle,2013,Q4,10,6
ALBERTA AVENUE,Theft From Vehicle,2013,Q4,11,5
ALBERTA AVENUE,Theft From Vehicle,2013,Q4,12,1
ALBERTA AVENUE,Theft Of Vehicle,2013,Q1,1,6
ALBERTA AVENUE,Theft Of Vehicle,2013,Q1,2,6
ALBERTA AVENUE,Theft Of Vehicle,2013,Q1,3,1
ALBERTA AVENUE,Theft Of Vehicle,2013,Q2,4,3
ALBERTA AVENUE,Theft Of Vehicle,2013,Q2,5,8
ALBERTA AVENUE,Theft Of Vehicle,2013,Q2,6,5
ALBERTA AVENUE,Theft Of Vehicle,2013,Q3,7,3
ALBERTA AVENUE,Theft Of Vehicle,2013,Q3,8,6
ALBERTA AVENUE,Theft Of Vehicle,2013,Q3,9,6
ALBERTA AVENUE,Theft Of Vehicle,2013,Q4,10,4
ALBERTA AVENUE,Theft Of Vehicle,2013,Q4,11,6
ALBERTA AVENUE,Theft Of Vehicle,2013,Q4,12,5
ALBERTA AVENUE,Theft Over $5000,2013,Q1,3,1
ALBERTA AVENUE,Theft Over $5000,2013,Q2,5,1
ALBERTA PARK INDUSTRIAL,Break and Enter,2013,Q1,3,1
ALBERTA PARK INDUSTRIAL,Break and Enter,2013,Q2,5,2
ALBERTA PARK INDUSTRIAL,Break and Enter,2013,Q3,7,2
ALBERTA PARK INDUSTRIAL,Break and Enter,2013,Q3,8,1
ALBERTA PARK INDUSTRIAL,Break and Enter,2013,Q3,9,1
ALBERTA PARK INDUSTRIAL,Break and Enter,2013,Q4,10,6
ALBERTA PARK INDUSTRIAL,Theft From Vehicle,2013,Q1,1,2
ALBERTA PARK INDUSTRIAL,Theft From Vehicle,2013,Q2,4,1
ALBERTA PARK INDUSTRIAL,Theft From Vehicle,2013,Q3,7,2
ALBERTA PARK INDUSTRIAL,Theft From Vehicle,2013,Q3,8,2
ALBERTA PARK INDUSTRIAL,Theft Of Vehicle,2013,Q1,1,1
ALBERTA PARK INDUSTRIAL,Theft Of Vehicle,2013,Q2,4,1
ALBERTA PARK INDUSTRIAL,Theft Of Vehicle,2013,Q4,10,2
ALDERGROVE,Assault,2013,Q1,1,1
ALDERGROVE,Assault,2013,Q1,2,4
ALDERGROVE,Assault,2013,Q1,3,2
ALDERGROVE,Assault,2013,Q2,4,1
ALDERGROVE,Assault,2013,Q2,5,2
ALDERGROVE,Assault,2013,Q3,7,1
ALDERGROVE,Assault,2013,Q3,8,3
ALDERGROVE,Assault,2013,Q3,9,3
ALDERGROVE,Break and Enter,2013,Q1,1,1
ALDERGROVE,Break and Enter,2013,Q1,3,3
ALDERGROVE,Break and Enter,2013,Q2,4,1
ALDERGROVE,Break and Enter,2013,Q2,5,2
ALDERGROVE,Break and Enter,2013,Q3,7,1
ALDERGROVE,Break and Enter,2013,Q3,8,2
ALDERGROVE,Break and Enter,2013,Q4,10,3
ALDERGROVE,Break and Enter,2013,Q4,12,1
ALDERGROVE,Robbery,2013,Q1,1,1
ALDERGROVE,Robbery,2013,Q1,3,2
ALDERGROVE,Robbery,2013,Q2,4,1
ALDERGROVE,Robbery,2013,Q2,5,1
ALDERGROVE,Robbery,2013,Q4,12,1
ALDERGROVE,Sexual Assaults,2013,Q2,4,1
ALDERGROVE,Sexual Assaults,2013,Q2,6,1
ALDERGROVE,Theft From Vehicle,2013,Q1,2,2
ALDERGROVE,Theft From Vehicle,2013,Q2,5,2
ALDERGROVE,Theft From Vehicle,2013,Q2,6,2
ALDERGROVE,Theft From Vehicle,2013,Q3,7,2
ALDERGROVE,Theft From Vehicle,2013,Q3,9,2
ALDERGROVE,Theft From Vehicle,2013,Q4,10,1
ALDERGROVE,Theft From Vehicle,2013,Q4,11,2
ALDERGROVE,Theft From Vehicle,2013,Q4,12,1
ALDERGROVE,Theft Of Vehicle,2013,Q1,3,2
ALDERGROVE,Theft Of Vehicle,2013,Q2,4,1
ALDERGROVE,Theft Of Vehicle,2013,Q2,5,2
ALDERGROVE,Theft Of Vehicle,2013,Q3,7,2
ALDERGROVE,Theft Of Vehicle,2013,Q3,8,1
ALDERGROVE,Theft Of Vehicle,2013,Q4,10,4
ALDERGROVE,Theft Of Vehicle,2013,Q4,11,1
ALDERGROVE,Theft Of Vehicle,2013,Q4,12,1
ALLARD,Break and Enter,2013,Q1,2,1
ALLARD,Break and Enter,2013,Q2,4,2
ALLARD,Break and Enter,2013,Q3,9,1
ALLARD,Break and Enter,2013,Q4,12,1
ALLARD,Theft From Vehicle,2013,Q1,3,1
ALLARD,Theft From Vehicle,2013,Q3,9,2
ALLARD,Theft From Vehicle,2013,Q4,11,1
ALLARD,Theft Over $5000,2013,Q1,3,1
ALLARD,Theft Over $5000,2013,Q3,7,1
ALLENDALE,Assault,2013,Q1,1,1
ALLENDALE,Assault,2013,Q1,2,2
ALLENDALE,Assault,2013,Q2,4,1
ALLENDALE,Assault,2013,Q2,5,2
ALLENDALE,Assault,2013,Q2,6,1
ALLENDALE,Assault,2013,Q3,7,1
ALLENDALE,Assault,2013,Q3,8,1
ALLENDALE,Assault,2013,Q3,9,2
ALLENDALE,Assault,2013,Q4,12,1
ALLENDALE,Break and Enter,2013,Q1,1,2
ALLENDALE,Break and Enter,2013,Q1,2,7
ALLENDALE,Break and Enter,2013,Q1,3,1
ALLENDALE,Break and Enter,2013,Q2,4,2
ALLENDALE,Break and Enter,2013,Q2,5,1
ALLENDALE,Break and Enter,2013,Q2,6,2
ALLENDALE,Break and Enter,2013,Q3,8,1
ALLENDALE,Break and Enter,2013,Q3,9,3
ALLENDALE,Break and Enter,2013,Q4,11,2
ALLENDALE,Break and Enter,2013,Q4,12,1
ALLENDALE,Robbery,2013,Q1,1,1
ALLENDALE,Robbery,2013,Q4,10,1
ALLENDALE,Theft From Vehicle,2013,Q1,2,2
ALLENDALE,Theft From Vehicle,2013,Q2,4,4
ALLENDALE,Theft From Vehicle,2013,Q2,5,8
ALLENDALE,Theft From Vehicle,2013,Q2,6,2
ALLENDALE,Theft From Vehicle,2013,Q3,7,4
ALLENDALE,Theft From Vehicle,2013,Q3,8,1
ALLENDALE,Theft From Vehicle,2013,Q3,9,5
ALLENDALE,Theft From Vehicle,2013,Q4,10,4
ALLENDALE,Theft From Vehicle,2013,Q4,11,4
ALLENDALE,Theft From Vehicle,2013,Q4,12,4
ALLENDALE,Theft Of Vehicle,2013,Q2,4,4
ALLENDALE,Theft Of Vehicle,2013,Q3,7,1
ALLENDALE,Theft Of Vehicle,2013,Q3,9,1
ALLENDALE,Theft Of Vehicle,2013,Q4,11,2
ALLENDALE,Theft Over $5000,2013,Q1,2,1
AMBLESIDE,Assault,2013,Q1,2,1
AMBLESIDE,Assault,2013,Q2,4,1
AMBLESIDE,Break and Enter,2013,Q1,1,4
AMBLESIDE,Break and Enter,2013,Q1,3,1
AMBLESIDE,Break and Enter,2013,Q2,4,1
AMBLESIDE,Break and Enter,2013,Q2,5,1
AMBLESIDE,Break and Enter,2013,Q3,7,2
AMBLESIDE,Break and Enter,2013,Q3,9,4
AMBLESIDE,Break and Enter,2013,Q4,12,1
AMBLESIDE,Robbery,2013,Q2,5,1
AMBLESIDE,Robbery,2013,Q3,8,1
AMBLESIDE,Robbery,2013,Q4,11,1
AMBLESIDE,Theft From Vehicle,2013,Q1,1,5
AMBLESIDE,Theft From Vehicle,2013,Q1,2,3
AMBLESIDE,Theft From Vehicle,2013,Q2,4,2
AMBLESIDE,Theft From Vehicle,2013,Q2,6,2
AMBLESIDE,Theft From Vehicle,2013,Q3,7,3
AMBLESIDE,Theft From Vehicle,2013,Q3,9,3
AMBLESIDE,Theft From Vehicle,2013,Q4,10,1
AMBLESIDE,Theft From Vehicle,2013,Q4,11,3
AMBLESIDE,Theft Of Vehicle,2013,Q1,3,1
AMBLESIDE,Theft Of Vehicle,2013,Q2,4,1
AMBLESIDE,Theft Of Vehicle,2013,Q2,6,2
AMBLESIDE,Theft Of Vehicle,2013,Q4,10,1
AMBLESIDE,Theft Over $5000,2013,Q2,6,2
ANTHONY HENDAY,Assault,2013,Q2,4,1
